,Acre,Amapá,Amazonas,Pará,Rondônia,Roraima,Tocantins,Alagoas,Bahia,Ceará,Maranhão,Paraíba,Pernambuco,Piauí,Rio Grande do Norte,Sergipe,Espirito Santo,Minas Gerais,Rio de Janeiro,São Paulo,Paraná,Rio Grande do Sul,Santa Catarina,Distrito Federal,Goiás,Mato Grosso,Mato Grosso do Sul
23/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0
24/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0
25/03/2020,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0
26/03/2020,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3,10,0,0,1,0,1,0,0
27/03/2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,2,0,1,0,0,0,0
28/03/2020,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,16,0,0,0,0,0,0,0
29/03/2020,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,14,0,0,0,1,0,0,0
30/03/2020,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,15,1,2,-1,0,0,0,0
31/03/2020,0,0,2,0,1,0,0,1,1,2,0,0,0,1,0,0,0,1,5,23,0,1,1,2,0,0,1
01/04/2020,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,5,28,0,0,0,0,0,0,0
02/04/2020,0,0,0,1,0,0,0,0,1,12,0,0,1,0,0,2,1,1,13,24,1,1,0,1,0,0,0
03/04/2020,0,0,4,0,0,0,0,1,2,2,0,0,1,0,2,0,3,2,6,31,0,0,3,1,1,1,0
04/04/2020,0,1,5,0,0,1,0,0,2,0,0,1,4,0,1,0,1,0,11,41,2,1,0,2,0,0,0
05/04/2020,0,1,2,0,0,0,0,0,2,4,1,2,7,0,2,1,1,0,6,15,3,1,5,0,1,0,0
06/04/2020,0,0,5,2,0,0,0,0,1,3,0,0,9,0,0,1,0,3,7,29,2,0,0,3,2,0,0
07/04/2020,1,0,4,2,0,0,0,0,2,2,2,0,4,0,1,0,0,2,18,67,4,1,1,2,0,0,1
08/04/2020,1,0,7,1,0,0,0,0,3,12,7,0,12,1,3,0,0,3,17,57,2,1,4,0,2,0,0
09/04/2020,0,0,10,1,1,0,0,1,4,12,1,3,10,1,0,0,0,1,16,68,5,3,2,1,0,1,0
10/04/2020,0,0,10,2,0,2,0,0,0,3,4,4,9,1,0,0,1,2,25,44,3,2,1,1,1,0,0
11/04/2020,0,1,3,1,0,0,0,0,2,9,5,0,7,0,2,0,2,0,8,20,1,1,3,0,2,1,0
12/04/2020,0,2,9,3,0,0,0,0,0,7,3,2,13,0,2,0,0,3,15,28,4,1,3,0,4,0,0
13/04/2020,1,0,9,2,0,0,0,0,1,17,3,0,17,1,2,0,5,3,18,20,1,0,0,1,1,1,2
14/04/2020,0,1,19,4,0,0,0,1,0,16,5,3,13,0,1,0,3,4,36,87,5,2,2,2,0,0,0
15/04/2020,0,1,16,2,0,0,1,1,5,9,2,5,28,0,1,0,1,3,41,83,2,1,2,0,0,0,0
16/04/2020,2,2,18,3,1,0,0,0,3,8,3,3,17,0,1,0,4,3,35,75,3,0,1,3,1,1,1
17/04/2020,0,1,21,2,0,0,0,2,6,25,3,2,26,0,3,0,3,2,41,75,1,3,1,0,0,0,0
18/04/2020,0,0,16,7,0,0,0,0,1,27,4,0,19,1,1,1,3,4,46,63,4,2,1,4,2,0,0
19/04/2020,1,1,21,1,1,0,0,8,8,10,4,3,11,1,1,0,2,0,15,24,2,0,1,0,0,0,0
20/04/2020,2,2,3,1,0,0,0,3,1,12,6,3,18,2,2,0,3,2,20,22,3,3,3,0,1,1,0
21/04/2020,0,0,8,3,0,0,0,1,1,17,6,1,26,2,1,0,1,3,39,56,0,0,0,0,0,0,1
22/04/2020,0,1,14,5,1,0,0,1,3,18,6,6,22,1,1,2,0,3,29,41,6,0,2,1,2,0,0
23/04/2020,2,2,27,10,0,0,1,2,9,33,10,1,30,0,5,1,8,4,40,211,3,2,2,0,2,1,1
24/04/2020,1,2,21,22,0,0,0,5,5,18,12,4,40,1,4,0,0,3,40,167,4,2,3,1,1,1,0
25/04/2020,0,1,32,11,2,0,0,2,6,26,12,2,29,1,2,1,5,4,45,155,5,3,0,0,1,1,0
26/04/2020,0,2,17,14,3,1,0,3,3,17,12,3,34,1,4,0,4,3,30,33,3,1,0,1,0,0,0
27/04/2020,3,5,16,14,0,0,0,2,3,63,13,1,35,2,1,1,6,1,32,125,3,7,1,0,1,1,2
28/04/2020,2,2,31,15,1,2,0,2,10,13,20,3,58,1,3,1,7,9,61,224,2,3,1,1,1,1,0
29/04/2020,1,3,29,8,4,0,1,5,10,38,21,5,30,3,5,1,12,9,56,198,5,5,0,0,0,0,0
30/04/2020,2,3,45,71,1,1,0,6,8,41,18,4,27,0,3,0,7,2,60,128,1,1,2,2,2,0,0
01/05/2020,0,3,51,27,2,1,0,6,13,23,20,5,38,0,0,2,13,6,67,136,6,7,2,0,0,0,0
02/05/2020,3,3,25,38,5,1,1,5,6,133,20,7,25,2,3,0,7,0,50,75,1,4,4,1,1,1,0
03/05/2020,2,3,47,36,1,2,0,6,0,25,13,2,24,2,2,0,11,1,48,41,3,3,0,2,0,0,1
04/05/2020,4,6,36,21,1,0,2,8,18,49,12,3,39,0,1,3,8,1,46,27,1,9,0,0,0,1,0
05/05/2020,1,6,65,39,4,0,1,8,5,83,22,6,58,1,6,4,11,4,58,197,5,5,3,0,8,0,0
06/05/2020,4,1,102,23,4,2,2,9,14,53,20,7,54,1,4,2,12,3,82,194,2,8,4,1,6,0,0
07/05/2020,3,5,55,18,4,1,0,9,5,55,14,9,42,5,4,2,10,9,189,161,3,3,4,1,0,0,0
08/05/2020,2,5,68,105,2,2,0,10,18,63,25,13,82,2,5,3,10,5,109,210,2,1,0,2,5,1,1
09/05/2020,1,3,88,63,2,2,0,6,13,96,25,10,45,1,6,5,7,7,150,192,1,4,1,2,-2,2,0
10/05/2020,2,3,42,74,2,3,2,12,6,52,24,11,75,4,1,1,9,1,61,101,2,2,1,3,0,2,0
11/05/2020,4,1,31,56,4,3,1,12,9,75,20,4,40,3,4,3,15,2,56,34,2,8,4,2,2,1,0
12/05/2020,6,13,63,156,3,3,2,12,14,91,24,15,70,4,1,0,16,6,158,206,2,6,4,2,3,0,1
13/05/2020,1,8,62,82,0,2,7,14,11,109,21,3,67,8,12,5,21,8,122,169,4,0,0,2,9,1,1
14/05/2020,3,7,75,117,6,8,2,13,26,24,26,3,74,3,12,5,16,4,197,197,2,9,5,3,3,3,1
15/05/2020,2,2,96,82,6,3,1,10,19,63,26,10,83,0,5,3,11,7,191,186,1,6,1,4,3,3,0
16/05/2020,2,5,44,54,7,9,3,12,5,138,28,13,80,5,14,3,11,4,176,187,3,6,2,1,2,1,1
17/05/2020,1,11,38,40,5,2,4,11,9,27,25,11,55,7,3,4,14,6,101,94,1,10,2,3,1,0,0
18/05/2020,7,8,20,90,3,9,1,11,17,107,27,13,124,8,7,2,17,5,137,41,3,2,2,7,3,2,1
19/05/2020,5,9,58,190,10,1,6,10,14,108,28,12,101,5,14,4,23,6,227,324,2,7,6,6,0,3,0
20/05/2020,4,6,70,114,3,3,4,20,36,44,30,11,93,2,10,6,16,10,158,216,8,10,3,5,5,0,1
21/05/2020,2,9,59,219,11,8,5,11,14,261,29,15,91,4,8,7,22,14,175,195,4,5,4,7,7,2,0
22/05/2020,2,6,49,85,5,11,2,18,23,90,30,3,132,2,3,6,34,10,245,215,5,6,2,6,8,3,0
23/05/2020,7,5,75,64,9,-2,2,21,14,57,29,10,87,6,3,4,20,16,248,272,4,4,3,5,2,0,0
24/05/2020,5,1,14,147,6,3,1,15,47,16,32,14,56,8,16,7,29,9,88,118,3,4,2,9,0,3,0
25/05/2020,5,5,23,224,0,2,6,21,17,169,30,7,48,3,9,10,19,4,112,57,3,17,4,10,1,1,0
26/05/2020,8,5,71,97,12,16,6,17,18,110,33,7,80,9,11,13,22,4,256,203,3,6,12,10,8,2,0
27/05/2020,8,10,39,76,4,0,1,14,36,68,36,12,140,15,22,11,24,6,244,289,3,6,5,9,4,3,1
28/05/2020,9,15,73,159,5,0,3,17,39,62,34,20,98,4,12,8,27,15,251,268,7,4,5,9,7,5,0
29/05/2020,13,9,47,123,3,6,2,21,39,126,24,9,103,8,14,7,22,2,223,295,4,0,3,12,4,5,0
30/05/2020,7,8,36,73,6,2,1,18,29,97,21,20,71,11,37,7,23,6,198,257,8,5,2,8,3,1,1
31/05/2020,6,7,5,23,5,6,2,19,29,54,23,13,67,4,0,9,21,8,67,83,1,6,7,8,2,4,1
01/06/2020,13,6,19,2,3,0,3,18,34,178,21,10,68,7,18,8,10,7,118,52,8,8,3,1,3,5,0
02/06/2020,4,9,31,115,13,4,3,21,35,233,21,9,58,12,18,6,50,11,224,327,9,13,2,6,24,4,0
03/06/2020,6,10,36,153,8,4,3,24,26,184,31,35,79,12,26,8,34,17,324,282,6,13,4,14,4,6,0
04/06/2020,10,7,45,223,14,3,5,25,28,208,34,24,122,10,11,6,39,17,317,284,10,7,4,5,9,6,0
05/06/2020,9,6,16,122,19,12,2,26,29,77,33,13,71,15,9,12,43,21,146,282,12,11,3,6,3,6,1
06/06/2020,11,9,33,74,15,0,7,25,27,75,37,16,65,7,23,10,26,24,166,216,5,7,7,6,5,8,0
07/06/2020,6,3,18,66,7,3,3,19,33,17,38,17,35,15,14,9,26,8,68,87,5,3,5,6,1,13,0
08/06/2020,4,6,21,94,10,3,9,0,31,138,77,23,45,15,7,17,39,4,74,43,6,5,0,0,0,7,1
09/06/2020,12,7,44,81,10,23,6,39,27,189,38,27,103,11,28,18,33,19,147,334,10,10,8,22,7,19,0
10/06/2020,14,4,48,74,12,14,6,20,38,171,37,25,78,18,28,12,32,10,210,340,22,15,5,20,8,11,2
11/06/2020,8,14,37,103,26,6,4,21,38,183,38,11,102,16,9,19,26,22,225,283,5,7,2,18,1,14,1
12/06/2020,9,9,29,102,3,4,4,20,26,125,39,40,61,18,18,22,24,15,54,223,14,14,5,8,5,15,3
13/06/2020,2,7,36,45,13,5,2,22,30,41,37,13,90,18,19,11,36,8,175,213,18,7,2,11,14,17,0
14/06/2020,3,5,27,14,15,3,2,21,36,32,31,10,71,25,1,14,32,21,80,113,14,6,2,11,3,17,3
15/06/2020,6,5,20,10,8,3,4,24,40,138,32,23,31,14,19,22,32,6,56,73,8,10,4,15,15,7,2
16/06/2020,6,8,37,90,14,13,4,25,36,71,38,15,73,19,32,12,45,21,239,365,30,14,13,29,20,10,3
17/06/2020,10,1,30,59,14,8,9,18,41,212,33,25,50,5,0,19,38,35,171,389,22,13,4,17,6,40,0
18/06/2020,6,4,26,45,14,7,3,20,41,95,37,13,48,23,70,17,48,33,274,325,20,19,6,14,12,15,3
19/06/2020,5,6,19,74,17,8,7,17,42,83,38,15,45,14,38,26,48,30,183,386,13,17,12,17,17,28,1
20/06/2020,5,5,26,50,18,6,8,18,45,58,39,19,46,24,4,22,32,36,229,262,9,7,3,8,14,26,3
21/06/2020,3,6,7,64,8,6,8,18,41,5,37,23,86,26,0,14,29,25,51,94,23,4,9,19,8,25,2
22/06/2020,5,13,14,22,14,0,3,19,50,81,39,18,18,17,33,29,36,27,58,46,18,24,10,26,8,24,2
23/06/2020,16,8,15,67,13,-1,1,17,50,113,37,23,87,15,20,20,63,32,220,434,29,19,7,26,18,17,8
24/06/2020,5,7,24,54,11,9,2,18,50,98,39,21,86,17,57,13,38,51,142,284,23,23,16,20,34,42,1
25/06/2020,9,7,21,22,12,12,2,20,60,60,35,14,63,12,51,30,27,35,155,407,18,0,10,14,21,19,5
26/06/2020,8,7,8,55,9,2,3,17,41,45,35,22,122,28,31,25,17,27,137,207,25,40,9,23,25,18,4
27/06/2020,8,5,33,31,0,8,5,18,55,61,37,32,98,18,20,26,0,49,202,297,11,14,6,5,20,47,3
28/06/2020,2,1,8,11,10,0,1,19,51,9,39,15,43,23,28,15,61,17,30,75,24,5,8,11,6,36,4
29/06/2020,8,6,12,25,14,0,3,20,52,86,30,20,31,28,57,33,53,41,29,60,14,23,12,11,2,19,3
30/06/2020,4,4,31,50,18,2,5,20,53,70,36,46,47,20,40,23,27,25,232,365,36,32,17,28,37,11,1
01/07/2020,5,3,20,40,2,31,4,20,49,34,33,25,65,23,33,25,45,42,118,267,14,22,6,33,29,41,9
02/07/2020,8,7,19,44,10,40,5,19,45,104,38,42,74,11,36,24,35,52,134,321,43,27,15,11,42,40,6
03/07/2020,9,11,25,46,3,4,2,22,54,67,34,18,100,29,68,39,30,51,168,343,22,27,14,12,41,35,16
04/07/2020,4,3,31,19,15,6,4,21,49,60,32,20,48,36,29,19,23,73,124,302,35,25,7,28,25,46,7
05/07/2020,0,1,11,27,7,4,5,19,57,30,34,17,27,22,13,15,23,18,43,82,32,12,10,28,10,52,3
06/07/2020,3,7,9,9,3,3,4,19,61,40,31,19,20,25,35,28,34,29,31,56,25,32,13,27,33,19,5
07/07/2020,5,6,14,23,19,5,4,20,48,75,36,27,71,25,43,25,42,52,183,341,31,32,13,41,47,20,6
08/07/2020,5,7,15,41,8,10,5,21,61,109,38,26,89,24,35,24,31,73,89,313,44,34,13,34,32,36,6
09/07/2020,7,5,18,27,4,7,7,17,51,76,33,25,86,26,19,26,19,90,145,330,36,45,15,22,36,46,2
10/07/2020,6,3,23,28,16,0,5,16,55,36,35,33,73,12,11,30,37,59,165,324,47,49,12,33,38,58,10
11/07/2020,2,3,15,50,12,3,6,18,53,76,34,21,74,18,24,23,17,46,126,260,38,24,26,15,37,43,7
12/07/2020,7,1,16,15,11,0,4,17,47,15,37,34,39,22,14,30,19,26,9,146,29,19,12,31,5,18,8
13/07/2020,4,4,9,4,19,1,4,16,52,79,38,18,57,24,10,28,37,39,59,59,44,33,20,28,3,38,6
14/07/2020,6,5,15,25,16,1,8,17,49,30,35,40,63,32,28,21,42,73,150,417,57,65,17,30,28,20,10
15/07/2020,10,5,17,19,5,5,4,17,54,53,36,41,57,27,41,21,15,64,133,316,54,41,35,41,47,69,6
16/07/2020,1,5,15,48,9,12,7,17,55,97,36,35,64,24,28,17,39,82,92,398,46,40,19,36,59,33,8
17/07/2020,5,6,23,63,9,10,5,17,45,38,32,28,33,22,25,17,38,70,70,339,46,25,58,23,43,61,12
18/07/2020,5,6,11,30,0,4,5,16,55,8,36,31,59,18,46,23,28,60,0,270,16,63,16,15,50,37,13
19/07/2020,3,2,20,45,0,0,6,16,47,5,32,9,56,17,5,14,20,18,195,85,19,23,23,10,13,27,6
20/07/2020,5,8,-3,15,24,2,5,16,51,7,32,31,52,18,8,31,34,22,47,56,30,33,9,27,14,52,6
21/07/2020,4,18,23,15,17,4,9,15,45,99,38,41,53,22,36,26,24,67,132,383,58,64,44,46,48,16,20
22/07/2020,1,11,14,28,31,16,7,15,52,33,32,23,63,18,15,29,25,95,150,361,71,48,27,18,39,53,9
23/07/2020,4,4,10,35,26,7,11,14,56,57,30,37,59,26,14,36,36,72,92,362,59,59,47,42,69,38,9
24/07/2020,6,4,6,30,17,7,8,14,52,52,31,35,26,31,16,37,32,77,119,312,53,38,32,26,70,10,15
25/07/2020,3,2,11,43,9,8,6,15,44,50,27,22,62,13,6,19,13,89,154,311,55,60,36,31,46,65,11
26/07/2020,3,0,7,27,4,0,6,14,42,17,25,23,53,15,6,11,25,25,27,89,18,17,27,33,14,14,13
27/07/2020,7,2,7,13,16,1,4,14,45,16,20,29,24,16,19,26,25,32,41,70,32,40,17,31,8,45,14
28/07/2020,7,2,12,-13,10,5,7,13,43,104,16,18,45,19,17,19,27,90,157,0,40,69,36,52,73,44,9
29/07/2020,10,1,10,-22,15,14,7,13,51,30,19,21,63,14,21,31,23,57,165,713,71,70,42,28,81,33,14
30/07/2020,11,2,6,5,9,8,4,14,70,18,18,19,42,12,16,18,28,84,150,321,47,75,41,25,10,61,15
31/07/2020,10,4,16,29,8,4,13,13,72,7,17,26,31,25,26,26,31,77,129,287,59,51,59,25,92,56,19
01/08/2020,4,3,10,22,9,8,9,14,54,30,19,22,40,25,102,14,21,92,79,239,55,71,52,21,30,30,13
02/08/2020,2,3,5,23,3,0,5,13,55,11,18,17,37,15,4,17,12,30,16,81,30,27,21,33,11,37,15
03/08/2020,2,5,5,11,4,0,7,13,52,43,19,20,35,16,11,24,23,3,32,48,45,42,21,23,19,21,17
04/08/2020,6,5,11,15,10,15,6,14,54,54,16,31,48,16,32,20,27,0,111,337,78,83,39,26,75,14,11
05/08/2020,2,7,18,19,20,4,7,12,58,61,18,21,41,16,7,16,18,301,140,407,36,64,71,0,39,24,10
06/08/2020,5,6,18,17,5,6,13,10,53,26,17,23,70,19,21,12,21,109,86,339,60,68,51,79,58,29,16
07/08/2020,4,5,10,19,11,6,9,11,54,28,18,20,39,16,11,21,31,77,87,287,46,51,43,31,58,63,23
08/08/2020,3,2,19,17,6,3,7,11,56,30,16,18,53,17,5,19,22,68,42,281,0,64,19,30,62,24,11
09/08/2020,2,1,-5,14,3,0,7,12,54,3,15,17,21,11,2,12,15,88,10,98,75,14,26,19,12,29,17
10/08/2020,1,1,25,8,1,0,10,11,58,25,18,23,29,23,5,25,29,60,28,37,53,57,96,31,3,32,14
11/08/2020,3,1,21,8,22,4,13,12,56,32,17,23,38,23,26,19,19,16,104,420,47,55,78,53,76,67,21
12/08/2020,4,2,12,8,15,4,8,11,68,41,11,25,41,22,16,20,22,170,83,298,71,68,18,55,36,32,14
13/08/2020,5,3,18,8,12,6,11,10,67,36,13,21,35,18,17,17,18,63,117,455,60,44,59,35,78,24,12
14/08/2020,2,3,20,7,8,4,7,11,69,35,12,21,27,15,5,14,26,97,95,289,36,47,46,30,73,40,21
15/08/2020,0,1,8,8,11,3,6,10,67,6,13,25,45,13,21,12,15,101,19,167,53,16,25,23,0,34,7
16/08/2020,0,0,20,8,1,0,5,11,68,4,11,24,32,14,5,9,11,88,36,72,26,42,30,18,36,21,28
17/08/2020,6,4,22,5,4,0,5,10,69,30,13,21,22,11,14,12,33,91,4,47,42,55,42,66,14,28,14
18/08/2020,8,2,19,30,9,6,15,11,67,33,12,20,42,18,21,12,30,83,162,416,48,78,44,55,78,16,17
19/08/2020,1,3,13,40,11,1,5,10,69,45,13,20,28,16,24,16,25,130,185,276,27,59,35,51,61,37,11
20/08/2020,4,4,14,12,8,1,11,9,74,4,13,21,23,7,7,12,17,107,161,314,83,67,42,52,83,36,18
21/08/2020,3,1,5,10,5,0,9,9,72,23,13,24,32,12,21,4,20,120,128,250,37,45,35,42,89,35,10
22/08/2020,0,3,1,10,11,3,17,8,75,18,12,20,29,29,11,10,16,74,65,237,33,53,32,15,66,18,26
23/08/2020,2,1,6,10,4,0,12,8,73,3,12,20,26,13,5,11,10,53,25,75,16,16,15,17,30,15,16
24/08/2020,4,6,15,5,8,0,8,9,76,3,13,22,9,10,3,11,19,15,100,38,33,40,24,42,15,26,11
25/08/2020,3,5,10,16,14,3,17,9,70,47,12,20,26,17,19,15,23,42,168,407,52,59,50,28,81,40,18
26/08/2020,0,5,12,19,13,0,11,8,65,12,13,21,35,13,23,14,18,101,140,282,40,74,26,55,49,20,16
27/08/2020,0,5,16,5,9,4,14,9,62,14,12,17,20,11,4,8,19,101,159,221,51,40,28,26,74,38,17
28/08/2020,1,5,13,4,5,1,14,8,65,11,10,16,32,20,15,7,12,118,0,279,41,48,23,15,41,28,23
29/08/2020,0,2,5,3,11,0,9,9,59,6,12,16,35,19,8,2,12,103,157,250,40,62,25,-190,57,29,17
30/08/2020,1,1,5,6,4,0,6,8,42,2,12,15,27,11,6,5,6,56,11,34,17,10,17,219,15,19,11
31/08/2020,3,1,10,31,19,0,9,9,53,25,10,15,19,10,8,13,23,9,38,36,39,40,25,52,19,26,11
01/09/2020,4,2,12,30,7,6,14,8,51,38,11,15,21,18,9,10,23,29,152,361,55,66,41,52,118,35,27
02/09/2020,2,5,137,25,6,2,14,7,54,33,10,18,42,3,10,6,23,141,98,298,54,42,24,36,50,30,14
03/09/2020,4,1,30,14,4,1,11,8,47,13,11,18,-37,9,3,4,17,86,79,232,50,47,27,32,83,29,11
04/09/2020,1,1,13,13,7,2,18,7,41,62,10,16,0,13,3,3,14,117,73,186,56,60,24,40,55,28,25
05/09/2020,1,1,0,12,8,0,15,7,37,10,11,12,51,16,4,5,7,0,59,222,32,64,24,19,50,20,14
06/09/2020,0,1,6,9,5,0,3,6,31,0,9,14,32,9,1,8,14,129,42,40,14,25,5,10,7,14,13
07/09/2020,0,1,2,8,2,0,6,6,35,1,10,7,19,8,8,5,12,14,25,24,26,17,17,10,18,25,4
08/09/2020,6,2,6,12,6,0,4,7,41,1,11,13,20,14,1,11,18,26,53,53,38,44,20,43,9,28,17
09/09/2020,1,0,7,11,14,7,4,6,40,37,10,15,23,9,1,11,12,58,124,391,45,82,18,50,47,32,20
10/09/2020,4,1,12,9,10,2,11,8,44,35,11,12,28,7,6,13,16,74,101,283,50,47,23,30,96,33,17
11/09/2020,1,1,9,10,14,2,11,8,48,27,10,14,25,16,6,6,18,105,12,234,71,68,14,24,90,19,11
12/09/2020,1,1,5,8,9,1,15,7,46,19,9,12,35,11,5,6,6,86,102,229,20,42,18,16,66,19,20
13/09/2020,3,0,4,37,6,0,7,7,49,1,11,11,22,9,2,4,8,76,5,39,22,16,14,16,17,19,10
14/09/2020,0,2,6,24,7,0,8,6,38,12,10,12,14,6,2,7,13,10,13,36,30,25,14,31,10,25,20
15/09/2020,2,2,9,19,16,1,8,6,41,41,11,10,26,15,9,6,13,42,177,321,65,94,26,40,75,17,21
16/09/2020,1,3,13,18,8,0,9,5,45,25,10,10,19,8,4,3,16,91,162,290,53,42,24,30,50,32,16
17/09/2020,3,3,11,16,12,0,9,6,47,10,11,11,21,11,3,3,11,81,111,219,47,52,16,22,60,22,11
18/09/2020,1,2,19,17,5,2,10,6,49,16,10,14,17,5,8,4,5,74,122,206,49,50,18,15,97,22,15
19/09/2020,1,1,6,13,3,0,16,6,40,11,11,11,33,13,7,4,4,82,59,249,26,53,8,11,43,14,14
20/09/2020,1,0,3,9,3,0,0,5,44,12,10,12,12,12,3,5,14,58,43,25,17,13,4,14,17,17,10
21/09/2020,0,2,5,8,5,0,1,5,48,21,11,12,0,1,1,6,10,13,50,32,36,25,17,35,12,14,7
22/09/2020,2,2,3,9,7,3,10,5,46,16,10,10,39,13,3,6,11,37,71,282,39,63,15,34,64,24,12
23/09/2020,1,2,17,12,8,0,13,5,49,11,9,12,30,10,1,6,9,133,113,226,59,43,15,17,37,18,13
24/09/2020,1,1,8,13,3,19,11,6,47,21,10,21,25,12,10,5,6,86,126,185,36,29,18,16,91,12,13
25/09/2020,1,1,8,-75,5,2,9,6,48,9,10,16,19,12,2,6,27,73,129,200,38,30,19,11,80,26,17
26/09/2020,2,3,22,107,5,0,7,6,49,22,11,10,27,6,4,5,5,125,81,186,26,41,13,8,64,19,15
27/09/2020,1,0,5,12,3,0,2,5,47,6,10,9,18,4,5,4,14,47,31,45,14,12,11,5,5,6,14
28/09/2020,0,2,4,5,4,0,3,5,49,2,11,7,16,6,0,6,20,12,13,17,20,21,18,15,24,22,15
29/09/2020,0,1,4,9,11,4,8,5,49,29,10,12,32,6,7,6,14,19,97,266,44,76,21,21,77,20,15
30/09/2020,2,4,121,13,6,7,9,5,47,44,11,8,29,20,9,5,7,101,99,231,63,58,11,31,66,14,10
01/10/2020,2,3,3,9,10,6,9,6,51,29,10,11,28,0,2,4,6,76,80,182,42,33,24,21,51,22,8
02/10/2020,3,1,3,3,1,5,9,7,49,24,10,7,20,5,3,5,14,66,98,152,33,37,9,15,95,19,15
03/10/2020,3,2,7,8,3,2,9,6,46,3,11,4,19,12,4,6,7,67,84,180,14,46,12,18,14,3,9
